order_id,customer_id,courier_id,region,order_time,delivery_time,total_amount,customer_rating
54,210,36,Suburbs,2025-03-25 07:36:49,2025-03-25 08:15:49,37.99,2.0
55,58,11,Westside,2025-03-29 08:38:34,2025-03-29 09:34:34,24.6,1.0
56,285,37,Downtown,2025-03-31 19:48:29,2025-03-31 20:43:29,52.79,
57,191,19,Eastside,2025-03-30 09:33:09,2025-03-30 10:24:09,57.48,4.0
58,108,15,Eastside,2025-03-28 18:13:47,2025-03-28 19:12:47,35.92,
59,72,50,Suburbs,2025-03-16 20:18:00,2025-03-16 21:33:00,23.75,1.0
60,153,49,Suburbs,2025-03-17 21:39:52,2025-03-17 22:49:52,105.68,1.0
61,248,48,Eastside,2025-03-14 13:11:28,2025-03-14 14:08:28,73.51,
62,103,50,Suburbs,2025-03-16 05:54:56,2025-03-16 06:32:56,64.87,
63,283,11,Westside,2025-03-23 14:34:08,2025-03-23 15:33:08,69.3,5.0
64,20,39,Eastside,2025-03-20 03:59:36,2025-03-20 05:04:36,113.05,
65,49,4,Uptown,2025-03-15 02:57:39,2025-03-15 03:43:39,63.22,1.0
66,111,4,Westside,2025-04-03 10:34:31,2025-04-03 11:31:31,13.4,2.0
67,235,50,Uptown,2025-04-01 06:11:58,2025-04-01 07:40:58,57.38,4.0
68,3,16,Downtown,2025-03-30 17:25:06,2025-03-30 17:43:06,39.68,5.0
69,112,43,Westside,2025-03-23 21:29:51,2025-03-23 22:53:51,102.77,3.0
70,239,9,Downtown,2025-04-07 03:48:30,2025-04-07 04:55:30,83.76,2.0
71,94,10,Downtown,2025-04-06 05:26:21,2025-04-06 06:04:21,104.92,
72,131,15,Suburbs,2025-04-07 15:11:03,2025-04-07 15:42:03,52.56,5.0
73,175,15,Westside,2025-03-22 21:54:44,2025-03-22 22:35:44,32.31,5.0
74,258,26,Eastside,2025-03-24 09:07:10,2025-03-24 09:42:10,109.0,3.0
75,181,10,Eastside,2025-03-15 20:18:02,2025-03-15 20:37:02,112.78,2.0
76,65,23,Uptown,2025-03-17 15:37:38,2025-03-17 16:55:38,19.26,1.0
77,259,10,Downtown,2025-03-13 14:29:12,2025-03-13 15:25:12,55.29,4.0
78,112,3,Westside,2025-04-03 01:10:47,2025-04-03 01:35:47,82.9,1.0
79,239,27,Uptown,2025-04-01 11:02:17,2025-04-01 12:08:17,76.08,3.0
80,166,5,Suburbs,2025-03-12 14:17:21,2025-03-12 15:24:21,56.54,1.0
81,91,15,Eastside,2025-03-18 11:45:11,2025-03-18 12:20:11,98.2,1.0
82,92,19,Suburbs,2025-03-23 07:45:59,2025-03-23 08:37:59,56.24,
83,270,14,Suburbs,2025-04-04 23:48:35,2025-04-05 00:54:35,65.61,5.0
84,176,32,Suburbs,2025-03-12 12:54:58,2025-03-12 14:00:58,97.69,3.0
85,235,47,Downtown,2025-03-13 02:13:40,2025-03-13 03:19:40,56.57,4.0
86,281,26,Uptown,2025-03-15 13:10:39,2025-03-15 13:50:39,65.62,1.0
87,292,11,Westside,2025-03-24 15:50:06,2025-03-24 16:23:06,100.67,5.0
88,181,35,Uptown,2025-03-23 20:56:22,2025-03-23 22:13:22,40.46,1.0
89,102,44,Westside,2025-03-15 21:50:20,2025-03-15 22:59:20,105.68,5.0
90,299,11,Westside,2025-04-02 23:31:12,2025-04-03 00:14:12,96.38,3.0
91,243,49,Uptown,2025-03-15 22:10:50,2025-03-15 23:17:50,54.48,5.0
92,16,32,Uptown,2025-03-13 03:10:14,2025-03-13 03:57:14,68.14,3.0
93,15,34,Uptown,2025-03-29 01:46:26,2025-03-29 02:04:26,45.13,3.0
94,204,8,Westside,2025-03-31 03:01:14,2025-03-31 04:00:14,105.12,4.0
95,53,48,Uptown,2025-03-31 11:05:08,2025-03-31 12:15:08,50.01,3.0
96,105,23,Downtown,2025-03-14 16:19:06,2025-03-14 16:57:06,92.96,3.0
97,281,39,Suburbs,2025-03-18 21:19:46,2025-03-18 21:48:46,74.09,5.0
98,44,3,Eastside,2025-04-09 06:41:50,2025-04-09 07:56:50,58.2,2.0
99,282,4,Downtown,2025-04-01 10:19:01,2025-04-01 11:16:01,77.92,4.0
100,66,24,Downtown,2025-04-07 04:21:29,2025-04-07 05:04:29,68.67,1.0
101,232,25,Westside,2025-03-24 11:03:27,2025-03-24 11:47:27,30.85,
102,147,13,Uptown,2025-03-17 16:39:05,2025-03-17 16:55:05,113.18,3.0
103,11,32,Uptown,2025-03-22 09:29:51,2025-03-22 10:16:51,100.99,
104,83,20,Suburbs,2025-03-29 07:30:20,2025-03-29 07:51:20,53.82,2.0
105,165,29,Eastside,2025-03-20 18:33:07,2025-03-20 19:22:07,93.89,2.0
106,175,27,Eastside,2025-04-01 00:52:57,2025-04-01 01:47:57,52.24,
107,236,22,Suburbs,2025-03-20 06:28:46,2025-03-20 06:46:46,10.33,2.0
108,65,18,Downtown,2025-03-23 05:26:33,2025-03-23 06:05:33,91.24,
109,278,28,Westside,2025-03-22 18:07:40,2025-03-22 18:51:40,114.3,1.0
110,115,25,Downtown,2025-03-20 13:24:37,2025-03-20 13:57:37,65.95,1.0
111,22,31,Downtown,2025-04-06 06:52:18,2025-04-06 07:25:18,26.18,1.0
112,242,40,Uptown,2025-04-01 14:49:37,2025-04-01 15:42:37,31.05,1.0
113,51,46,Suburbs,2025-04-05 00:45:25,2025-04-05 02:00:25,43.42,
114,289,5,Uptown,2025-03-19 06:43:22,2025-03-19 07:16:22,33.56,5.0
115,66,44,Westside,2025-03-20 16:09:54,2025-03-20 17:28:54,20.12,
116,111,21,Downtown,2025-04-06 15:08:38,2025-04-06 15:25:38,85.4,2.0
117,235,21,Eastside,2025-03-14 14:04:42,2025-03-14 15:19:42,103.25,4.0
118,188,15,Suburbs,2025-03-31 03:31:52,2025-03-31 03:49:52,11.85,4.0
119,81,32,Westside,2025-03-16 09:46:04,2025-03-16 10:13:04,96.23,4.0
120,7,13,Uptown,2025-04-03 00:32:20,2025-04-03 01:26:20,50.21,4.0
121,167,12,Eastside,2025-03-29 10:36:17,2025-03-29 11:10:17,68.49,
122,10,27,Eastside,2025-03-28 11:04:03,2025-03-28 12:09:03,28.23,2.0
123,5,26,Downtown,2025-03-14 02:21:19,2025-03-14 03:23:19,16.87,
124,7,45,Downtown,2025-03-28 18:32:44,2025-03-28 19:00:44,38.19,
125,58,35,Suburbs,2025-03-26 12:22:09,2025-03-26 12:51:09,90.36,1.0
126,215,10,Downtown,2025-04-07 03:08:02,2025-04-07 03:53:02,73.32,1.0
127,145,22,Downtown,2025-03-31 18:50:37,2025-03-31 19:36:37,48.5,3.0
128,255,38,Uptown,2025-03-24 01:43:28,2025-03-24 02:07:28,90.87,4.0
129,60,18,Downtown,2025-03-19 13:05:54,2025-03-19 14:09:54,77.2,4.0
130,16,19,Uptown,2025-03-26 15:24:39,2025-03-26 16:45:39,39.78,4.0
131,155,39,Uptown,2025-03-29 16:08:35,2025-03-29 17:30:35,71.16,4.0
132,29,35,Downtown,2025-03-30 02:46:38,2025-03-30 03:53:38,40.33,
133,54,11,Eastside,2025-03-28 00:12:07,2025-03-28 00:35:07,72.63,1.0
134,189,22,Eastside,2025-03-28 01:30:04,2025-03-28 02:12:04,42.06,4.0
135,36,21,Suburbs,2025-03-27 03:33:06,2025-03-27 04:44:06,116.75,4.0
136,149,35,Downtown,2025-03-21 06:26:30,2025-03-21 07:15:30,55.18,3.0
137,255,43,Westside,2025-03-27 11:10:26,2025-03-27 12:16:26,37.67,4.0
138,99,14,Uptown,2025-03-28 02:04:49,2025-03-28 02:24:49,72.82,1.0
139,207,5,Eastside,2025-03-15 08:33:02,2025-03-15 09:10:02,45.43,3.0
140,170,18,Eastside,2025-04-02 21:04:35,2025-04-02 21:28:35,95.38,3.0
141,95,45,Uptown,2025-04-04 14:40:10,2025-04-04 15:53:10,45.75,2.0
142,93,45,Uptown,2025-04-08 00:06:48,2025-04-08 01:11:48,32.45,4.0
143,214,14,Uptown,2025-03-28 19:33:04,2025-03-28 20:05:04,119.42,4.0
144,263,3,Downtown,2025-03-17 05:39:34,2025-03-17 06:26:34,72.8,3.0
145,66,14,Eastside,2025-03-18 01:45:32,2025-03-18 02:00:32,95.97,
146,261,6,Suburbs,2025-03-13 11:48:24,2025-03-13 13:09:24,31.7,3.0
147,107,5,Eastside,2025-03-28 02:01:24,2025-03-28 02:22:24,19.12,
148,250,8,Westside,2025-03-17 19:04:10,2025-03-17 20:04:10,52.56,
149,195,39,Eastside,2025-03-14 02:14:26,2025-03-14 02:44:26,80.67,3.0
150,78,43,Uptown,2025-03-19 10:01:25,2025-03-19 10:16:25,34.37,4.0
151,133,1,Suburbs,2025-04-05 09:17:32,2025-04-05 10:41:32,64.43,3.0
152,211,33,Suburbs,2025-03-14 14:01:29,2025-03-14 14:22:29,53.93,3.0
153,223,48,Uptown,2025-03-31 10:53:41,2025-03-31 12:03:41,117.55,3.0
154,278,25,Uptown,2025-04-02 10:22:38,2025-04-02 11:33:38,21.82,5.0
155,242,7,Suburbs,2025-03-14 19:00:43,2025-03-14 19:57:43,81.8,2.0
156,285,17,Westside,2025-03-12 19:44:02,2025-03-12 21:05:02,99.9,5.0
157,148,32,Downtown,2025-03-12 02:35:37,2025-03-12 04:02:37,112.69,
158,300,23,Suburbs,2025-03-12 12:08:17,2025-03-12 13:38:17,19.42,5.0
159,177,19,Uptown,2025-03-21 07:42:59,2025-03-21 08:55:59,53.1,4.0
160,88,25,Westside,2025-03-28 06:45:44,2025-03-28 08:12:44,119.33,4.0
161,194,14,Eastside,2025-03-25 21:38:08,2025-03-25 22:10:08,97.8,4.0
162,296,21,Uptown,2025-03-27 16:40:36,2025-03-27 17:02:36,39.04,2.0
163,54,27,Eastside,2025-03-18 16:45:04,2025-03-18 17:22:04,22.88,
164,300,21,Westside,2025-04-04 04:35:37,2025-04-04 05:50:37,13.29,4.0
165,127,49,Suburbs,2025-03-17 03:58:08,2025-03-17 04:49:08,67.36,2.0
166,62,2,Downtown,2025-03-15 06:11:18,2025-03-15 07:35:18,24.99,4.0
167,144,3,Suburbs,2025-03-15 10:28:30,2025-03-15 11:25:30,13.85,2.0
168,193,45,Suburbs,2025-04-07 22:47:55,2025-04-08 00:06:55,37.54,1.0
169,289,19,Eastside,2025-03-14 12:21:05,2025-03-14 13:47:05,100.46,2.0
170,176,4,Uptown,2025-03-17 07:12:20,2025-03-17 08:09:20,109.6,4.0
171,174,8,Eastside,2025-03-13 11:14:00,2025-03-13 11:39:00,102.6,
172,183,50,Downtown,2025-03-13 15:37:15,2025-03-13 15:55:15,115.95,2.0
173,210,1,Westside,2025-03-29 21:41:29,2025-03-29 22:39:29,34.75,5.0
174,38,7,Eastside,2025-03-10 14:57:37,2025-03-10 15:45:37,76.73,3.0
175,48,36,Downtown,2025-04-05 03:11:37,2025-04-05 03:56:37,91.44,4.0
176,115,1,Westside,2025-04-07 22:21:42,2025-04-07 23:43:42,107.23,3.0
177,14,19,Suburbs,2025-03-13 20:26:14,2025-03-13 21:28:14,111.72,5.0
178,134,24,Downtown,2025-04-04 10:53:57,2025-04-04 11:10:57,88.26,4.0
179,250,5,Uptown,2025-04-06 19:39:25,2025-04-06 20:37:25,43.56,
180,76,47,Suburbs,2025-03-29 00:03:44,2025-03-29 00:25:44,28.51,5.0
181,16,15,Downtown,2025-03-30 22:44:49,2025-03-31 00:13:49,88.66,
182,112,20,Eastside,2025-04-04 18:58:41,2025-04-04 20:12:41,78.71,3.0
183,184,45,Suburbs,2025-03-30 17:01:07,2025-03-30 18:04:07,82.71,2.0
184,158,31,Suburbs,2025-03-17 18:32:04,2025-03-17 19:34:04,12.27,2.0
185,244,41,Eastside,2025-03-15 09:51:54,2025-03-15 10:51:54,14.46,4.0
186,39,23,Uptown,2025-03-17 16:29:13,2025-03-17 17:11:13,59.09,5.0
187,167,26,Suburbs,2025-04-02 08:28:24,2025-04-02 09:22:24,73.39,4.0
188,10,35,Suburbs,2025-03-16 12:10:53,2025-03-16 13:13:53,99.77,3.0
189,285,28,Downtown,2025-04-05 01:22:40,2025-04-05 01:53:40,44.5,4.0
190,65,25,Downtown,2025-04-01 06:47:46,2025-04-01 07:41:46,82.21,4.0
191,174,17,Suburbs,2025-04-01 13:15:36,2025-04-01 14:36:36,73.53,5.0
192,124,7,Westside,2025-03-21 09:27:50,2025-03-21 10:07:50,114.84,
193,161,38,Downtown,2025-03-23 06:14:37,2025-03-23 07:18:37,14.42,4.0
194,192,30,Westside,2025-04-03 23:19:12,2025-04-04 00:26:12,85.17,2.0
195,191,16,Downtown,2025-03-25 11:32:20,2025-03-25 12:30:20,106.24,
196,32,32,Suburbs,2025-03-22 09:45:56,2025-03-22 10:53:56,114.77,3.0
197,41,17,Suburbs,2025-03-14 18:53:16,2025-03-14 20:06:16,16.46,
198,31,39,Eastside,2025-03-25 11:54:24,2025-03-25 13:04:24,38.03,1.0
199,45,48,Suburbs,2025-04-03 17:59:04,2025-04-03 18:30:04,19.65,5.0
200,287,45,Westside,2025-03-18 15:52:34,2025-03-18 16:17:34,112.11,2.0
201,116,38,Suburbs,2025-04-06 06:27:18,2025-04-06 07:52:18,36.74,1.0
202,134,42,Downtown,2025-03-21 11:27:14,2025-03-21 12:02:14,10.4,5.0
203,250,22,Uptown,2025-04-07 10:54:40,2025-04-07 12:04:40,56.43,3.0
204,264,36,Suburbs,2025-04-08 09:33:53,2025-04-08 10:38:53,46.55,
205,272,7,Downtown,2025-03-22 13:41:15,2025-03-22 14:19:15,33.17,4.0
206,88,22,Westside,2025-04-04 07:51:00,2025-04-04 08:14:00,93.24,
207,219,31,Suburbs,2025-03-28 23:07:59,2025-03-29 00:16:59,28.58,5.0
208,131,41,Westside,2025-03-19 05:33:10,2025-03-19 06:17:10,73.24,3.0
209,4,26,Eastside,2025-04-07 17:32:49,2025-04-07 17:51:49,87.25,3.0
210,167,42,Uptown,2025-03-31 17:46:16,2025-03-31 18:32:16,45.59,5.0
211,24,35,Eastside,2025-03-17 21:21:30,2025-03-17 22:23:30,13.84,2.0
212,103,19,Eastside,2025-03-15 17:39:48,2025-03-15 18:42:48,40.27,
213,78,14,Eastside,2025-04-08 15:05:47,2025-04-08 15:32:47,38.3,5.0
214,236,5,Uptown,2025-03-11 17:54:11,2025-03-11 18:53:11,36.71,1.0
215,61,5,Uptown,2025-03-23 18:29:40,2025-03-23 19:18:40,115.65,1.0
216,85,7,Westside,2025-03-15 15:16:10,2025-03-15 15:42:10,51.69,2.0
217,122,1,Downtown,2025-03-23 00:40:53,2025-03-23 01:09:53,59.3,4.0
218,34,10,Westside,2025-03-30 21:31:42,2025-03-30 22:02:42,112.26,4.0
219,231,33,Uptown,2025-03-24 11:05:26,2025-03-24 11:50:26,101.72,
220,190,37,Downtown,2025-03-31 18:16:06,2025-03-31 18:55:06,45.69,1.0
221,76,8,Uptown,2025-03-18 00:05:48,2025-03-18 00:50:48,109.25,2.0
222,183,33,Eastside,2025-03-11 00:31:43,2025-03-11 01:54:43,50.86,5.0
223,185,44,Eastside,2025-04-05 02:47:03,2025-04-05 04:07:03,15.35,5.0
224,252,18,Westside,2025-03-22 10:03:39,2025-03-22 10:51:39,81.13,4.0
225,14,17,Eastside,2025-03-18 11:19:12,2025-03-18 12:15:12,91.41,4.0
226,64,40,Downtown,2025-03-11 02:56:55,2025-03-11 03:46:55,86.65,2.0
227,65,8,Suburbs,2025-03-12 15:38:14,2025-03-12 16:07:14,74.68,
228,61,41,Suburbs,2025-03-26 10:43:50,2025-03-26 12:08:50,24.47,4.0
229,237,17,Uptown,2025-03-25 11:55:36,2025-03-25 12:12:36,77.34,4.0
230,203,20,Suburbs,2025-03-24 06:07:35,2025-03-24 07:28:35,98.44,
231,38,14,Eastside,2025-04-02 23:42:06,2025-04-03 00:32:06,78.34,3.0
232,18,30,Uptown,2025-03-14 22:09:56,2025-03-14 22:55:56,51.55,3.0
233,49,13,Eastside,2025-04-04 15:34:48,2025-04-04 16:57:48,40.8,1.0
234,216,39,Westside,2025-03-26 20:30:48,2025-03-26 21:26:48,39.83,5.0
235,63,14,Eastside,2025-03-29 09:37:10,2025-03-29 10:44:10,23.47,2.0
236,79,20,Uptown,2025-03-19 07:26:47,2025-03-19 08:31:47,13.96,5.0
237,293,13,Downtown,2025-03-19 21:15:54,2025-03-19 22:35:54,80.15,3.0
238,35,32,Uptown,2025-03-15 00:39:01,2025-03-15 01:03:01,64.13,5.0
239,267,24,Westside,2025-03-20 20:51:49,2025-03-20 21:10:49,80.99,4.0
240,105,22,Westside,2025-03-30 12:10:02,2025-03-30 12:51:02,94.42,4.0
241,277,13,Westside,2025-03-17 13:55:48,2025-03-17 14:35:48,92.1,
242,112,29,Suburbs,2025-03-12 15:40:03,2025-03-12 17:05:03,110.19,3.0
243,43,7,Eastside,2025-03-20 23:50:30,2025-03-21 00:05:30,104.51,4.0
244,53,44,Eastside,2025-04-02 17:43:26,2025-04-02 19:10:26,54.61,2.0
245,165,30,Westside,2025-04-04 02:02:53,2025-04-04 03:17:53,119.0,4.0
246,12,8,Eastside,2025-04-04 04:59:33,2025-04-04 06:00:33,31.33,4.0
247,172,25,Eastside,2025-03-29 03:30:49,2025-03-29 04:01:49,96.68,2.0
248,137,18,Downtown,2025-03-23 09:34:22,2025-03-23 09:58:22,32.9,4.0
249,132,7,Westside,2025-04-05 14:08:01,2025-04-05 15:27:01,86.53,
250,240,46,Downtown,2025-03-31 11:34:21,2025-03-31 13:01:21,106.71,3.0
251,153,2,Uptown,2025-03-12 05:13:38,2025-03-12 06:00:38,48.33,4.0
252,95,5,Suburbs,2025-03-28 19:24:21,2025-03-28 20:29:21,31.07,1.0
253,162,29,Uptown,2025-03-29 21:02:38,2025-03-29 21:44:38,15.76,3.0
254,92,30,Uptown,2025-03-16 23:37:42,2025-03-17 00:36:42,110.98,
255,129,5,Eastside,2025-04-02 15:20:03,2025-04-02 16:28:03,43.15,
256,283,17,Westside,2025-04-08 21:36:14,2025-04-08 22:09:14,15.31,4.0
257,109,32,Westside,2025-03-30 10:08:22,2025-03-30 11:35:22,77.51,3.0
258,262,38,Westside,2025-03-21 23:43:25,2025-03-22 00:19:25,29.38,4.0
259,2,37,Uptown,2025-03-22 11:21:36,2025-03-22 11:38:36,33.95,3.0
260,234,42,Downtown,2025-03-15 07:38:37,2025-03-15 08:48:37,77.1,5.0
261,117,24,Suburbs,2025-03-22 02:36:27,2025-03-22 03:14:27,18.26,5.0
262,162,5,Eastside,2025-04-07 16:50:10,2025-04-07 17:50:10,63.55,1.0
263,120,8,Suburbs,2025-03-15 20:50:55,2025-03-15 21:59:55,86.51,2.0
264,75,12,Uptown,2025-04-03 09:41:37,2025-04-03 10:19:37,96.68,3.0
265,275,18,Westside,2025-03-27 08:01:59,2025-03-27 08:36:59,61.76,1.0
266,132,43,Westside,2025-03-15 23:47:43,2025-03-16 00:49:43,54.66,5.0
267,121,31,Eastside,2025-03-11 02:58:02,2025-03-11 03:55:02,19.49,3.0
268,243,41,Downtown,2025-03-13 00:02:03,2025-03-13 01:08:03,71.03,2.0
269,280,17,Downtown,2025-03-29 09:58:50,2025-03-29 10:43:50,26.34,2.0
270,287,19,Suburbs,2025-03-29 23:38:37,2025-03-30 00:12:37,32.44,2.0
271,31,48,Downtown,2025-04-04 07:09:01,2025-04-04 08:07:01,24.55,1.0
272,50,44,Eastside,2025-03-11 04:05:53,2025-03-11 04:51:53,17.84,
273,104,6,Westside,2025-03-19 17:06:01,2025-03-19 17:46:01,63.0,1.0
274,176,48,Suburbs,2025-03-27 21:39:56,2025-03-27 22:26:56,48.2,5.0
275,138,8,Westside,2025-03-18 05:39:35,2025-03-18 06:39:35,110.99,
276,178,20,Downtown,2025-03-28 11:58:48,2025-03-28 12:48:48,41.28,1.0
277,155,7,Uptown,2025-03-23 08:22:07,2025-03-23 09:16:07,34.51,5.0
278,113,12,Eastside,2025-03-16 21:43:42,2025-03-16 22:56:42,110.84,5.0
279,233,20,Eastside,2025-03-31 21:30:52,2025-03-31 22:32:52,89.62,2.0
280,146,29,Suburbs,2025-04-06 20:05:51,2025-04-06 21:07:51,62.4,4.0
281,143,43,Westside,2025-03-30 11:47:20,2025-03-30 13:05:20,77.85,2.0
282,238,46,Westside,2025-03-27 12:33:03,2025-03-27 13:52:03,58.54,
283,172,25,Westside,2025-04-08 16:56:07,2025-04-08 17:47:07,84.96,5.0
284,256,13,Suburbs,2025-03-28 23:56:34,2025-03-29 00:57:34,112.51,3.0
285,216,49,Eastside,2025-03-29 03:54:14,2025-03-29 05:02:14,88.48,5.0
286,88,18,Westside,2025-03-21 03:38:27,2025-03-21 03:57:27,60.89,2.0
287,54,6,Uptown,2025-03-14 18:48:11,2025-03-14 19:26:11,90.89,2.0
288,143,20,Downtown,2025-04-07 11:11:27,2025-04-07 12:18:27,114.97,2.0
289,67,38,Uptown,2025-04-02 18:37:40,2025-04-02 20:05:40,24.75,1.0
290,198,35,Suburbs,2025-03-15 22:44:34,2025-03-16 00:08:34,115.35,1.0
291,270,50,Eastside,2025-04-09 07:45:43,2025-04-09 09:11:43,34.09,5.0
292,241,2,Downtown,2025-03-12 19:40:24,2025-03-12 20:47:24,86.88,2.0
293,37,26,Eastside,2025-04-02 15:35:53,2025-04-02 16:59:53,46.29,4.0
294,113,12,Downtown,2025-03-26 14:30:12,2025-03-26 14:47:12,22.61,3.0
295,88,29,Uptown,2025-03-19 21:10:19,2025-03-19 21:56:19,22.53,4.0
296,20,2,Uptown,2025-04-02 09:48:50,2025-04-02 10:41:50,31.17,2.0
297,285,3,Eastside,2025-03-15 14:26:20,2025-03-15 15:17:20,48.7,5.0
298,284,38,Uptown,2025-04-08 17:12:45,2025-04-08 17:58:45,15.89,1.0
299,102,50,Downtown,2025-03-17 02:46:25,2025-03-17 03:14:25,25.5,5.0
300,95,1,Eastside,2025-03-21 03:17:00,2025-03-21 04:37:00,11.92,
301,190,38,Downtown,2025-03-24 13:06:31,2025-03-24 14:26:31,117.84,1.0
302,205,33,Westside,2025-04-01 07:05:08,2025-04-01 07:58:08,11.2,2.0
303,127,36,Eastside,2025-03-22 18:43:34,2025-03-22 19:48:34,23.02,5.0
304,73,50,Westside,2025-03-16 18:59:43,2025-03-16 19:53:43,62.22,3.0
305,299,29,Westside,2025-03-13 07:02:01,2025-03-13 08:12:01,99.01,3.0
306,62,19,Westside,2025-04-03 09:44:31,2025-04-03 10:19:31,92.72,4.0
307,106,28,Uptown,2025-03-23 07:43:17,2025-03-23 08:42:17,97.58,
308,226,46,Westside,2025-03-20 06:07:31,2025-03-20 06:40:31,26.77,5.0
309,193,24,Eastside,2025-03-11 17:31:30,2025-03-11 17:47:30,109.63,
310,114,42,Uptown,2025-03-21 01:43:34,2025-03-21 02:35:34,39.09,2.0
311,287,7,Suburbs,2025-03-22 11:31:44,2025-03-22 12:56:44,67.01,3.0
312,274,10,Suburbs,2025-03-21 16:16:56,2025-03-21 17:34:56,77.12,
313,32,2,Eastside,2025-03-28 04:33:30,2025-03-28 05:30:30,21.48,2.0
